City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
332,chicomuselo,15.7667,-92.2667,33.73,22,0,2.05,MX,1675885652
333,rio gallegos,-51.6226,-69.2181,26.03,25,75,15.95,AR,1675885362
334,xiaoyi,34.6178,109.703,2.79,78,100,1.25,CN,1675885653
335,sao filipe,14.8961,-24.4956,20.92,72,32,5.41,CV,1675885654
336,darhan,49.4867,105.9228,-23.98,100,83,1.82,MN,1675885654
337,qaqortoq,60.7167,-46.0333,-3.56,93,100,2.59,GL,1675885596
338,cavalcante,-13.7975,-47.4583,27.27,60,86,0.95,BR,1675885656
339,meyzieu,45.7667,5.0,4.5,73,0,1.54,FR,1675885656
340,almaznyy,48.0448,40.045,-10.4,94,6,4.07,RU,1675885657
341,kedrovyy,56.1667,91.8167,-16.74,99,99,1.45,RU,1675885658
342,ilulissat,69.2167,-51.1,-21.99,59,0,1.54,GL,1675885659
343,tornio,65.8481,24.1466,1.01,89,100,10.88,FI,1675885659
344,pindorama,-21.1858,-48.9072,27.53,69,75,2.62,BR,1675885660
345,ahipara,-35.1667,173.1667,19.34,73,3,3.69,NZ,1675885660
346,ailigandi,9.2333,-78.0167,26.96,83,44,5.34,PA,1675885660
347,suharau,48.1333,26.4167,-4.64,77,7,1.31,RO,1675885661
348,maniitsoq,65.4167,-52.9,-11.51,67,100,5.13,GL,1675885661
349,olafsvik,64.8945,-23.7142,-3.58,75,100,13.84,IS,1675885662
350,knezica,45.1028,16.6775,-2.91,80,52,1.78,BA,1675885662
351,bazarnyye mataki,54.8833,49.9333,-7.11,95,100,4.8,RU,1675885663
352,denpasar,-8.65,115.2167,26.81,88,75,2.06,ID,1675885647
353,vysokyy,49.8906,36.12,-8.13,89,7,2.13,UA,1675885663
354,maningrida,-12.0667,134.2667,26.0,89,100,3.91,AU,1675885663
355,barcelona,41.3888,2.159,9.86,77,40,6.17,ES,1675885480
356,svetlyy,54.675,20.1347,0.03,82,58,6.4,RU,1675885664
357,slupsk,54.4641,17.0287,-3.08,79,19,5.06,PL,1675885664
358,komsomolskiy,40.4272,71.7189,3.4,81,100,4.12,UZ,1675885665
359,comodoro rivadavia,-45.8667,-67.5,32.92,16,0,9.26,AR,1675885497
360,gurupi,-11.7292,-49.0686,29.54,64,84,0.89,BR,1675885665
361,geraldton,-28.7667,114.6,20.23,83,0,4.12,AU,1675885666
362,bairiki,1.3292,172.9752,27.0,83,40,7.2,KI,1675885667
